InvoiceNo,CustomerID,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,InvoiceDate,Country,Revenue
INV200283,10611,4181,Product_187,Accessories,Sony,4,344.72,12-01-2023 19:00,USA,1378.88
INV200284,10032,5482,Product_269,Fashion,Adidas,1,375.45,12-01-2023 20:00,UK,375.45
INV200285,10520,3221,Product_84,Electronics,LG,2,37.11,12-01-2023 21:00,France,74.22
INV200286,10596,1133,Product_154,Electronics,Loreal,4,192.08,12-01-2023 22:00,UK,768.32
INV200287,10973,9160,Product_255,Beauty,Adidas,1,466.75,12-01-2023 23:00,USA,466.75
INV200288,10562,5008,Product_134,Accessories,LG,4,182.57,13-01-2023 00:00,India,730.28
INV200289,10591,1105,Product_56,Electronics,Apple,7,112.68,13-01-2023 01:00,UK,788.76
INV200290,10169,3933,Product_60,Electronics,Nike,3,453.43,13-01-2023 02:00,France,1360.29
INV200291,10832,3249,Product_267,Grocery,Samsung,3,267.43,13-01-2023 03:00,India,802.29
INV200292,10620,4884,Product_178,Fashion,Philips,4,315.75,13-01-2023 04:00,India,1263
INV200293,10211,7033,Product_194,Electronics,Sony,7,385.08,13-01-2023 05:00,India,2695.56
INV200294,10024,7656,Product_55,Electronics,Samsung,3,218.05,13-01-2023 06:00,India,654.15
INV200295,10113,2878,Product_258,Grocery,Loreal,7,267.9,13-01-2023 07:00,Germany,1875.3
INV200296,10788,5270,Product_287,Electronics,Loreal,5,425.39,13-01-2023 08:00,France,2126.95
INV200297,10044,5092,Product_0,Fashion,Nike,1,257.86,13-01-2023 09:00,UK,257.86
INV200298,10271,3427,Product_220,Accessories,Apple,5,464.48,13-01-2023 10:00,USA,2322.4
INV200299,10670,8840,Product_225,Beauty,Sony,3,262.88,13-01-2023 11:00,Germany,788.64
INV200300,10475,5944,Product_194,Grocery,Adidas,2,182.26,13-01-2023 12:00,USA,364.52
INV200301,10910,2465,Product_238,Fashion,LG,4,371.81,13-01-2023 13:00,France,1487.24
INV200302,10499,5672,Product_214,Home,Loreal,1,484.41,13-01-2023 14:00,USA,484.41
INV200303,10787,2345,Product_215,Grocery,LG,3,413.03,13-01-2023 15:00,Germany,1239.09
INV200304,10251,7879,Product_133,Beauty,Loreal,7,189.98,13-01-2023 16:00,Germany,1329.86
INV200305,10666,9122,Product_194,Fashion,Samsung,1,110.58,13-01-2023 17:00,Germany,110.58
INV200306,10235,5867,Product_48,Electronics,Adidas,1,104.96,13-01-2023 18:00,USA,104.96
INV200307,10086,7996,Product_101,Grocery,Adidas,4,288.22,13-01-2023 19:00,USA,1152.88
INV200308,10391,5020,Product_85,Beauty,Samsung,2,366.04,13-01-2023 20:00,Germany,732.08
INV200309,10739,5150,Product_220,Grocery,Loreal,4,224.39,13-01-2023 21:00,UK,897.56
INV200310,10053,8277,Product_60,Grocery,Philips,7,82.32,13-01-2023 22:00,USA,576.24
INV200311,10431,7395,Product_66,Home,Adidas,1,212.25,13-01-2023 23:00,Germany,212.25
INV200312,10878,4409,Product_269,Beauty,Apple,7,103.78,14-01-2023 00:00,UK,726.46
INV200313,10444,6466,Product_218,Home,Loreal,5,445.49,14-01-2023 01:00,India,2227.45
INV200314,10755,6814,Product_198,Beauty,Adidas,1,65.87,14-01-2023 02:00,France,65.87
INV200315,10290,7498,Product_48,Grocery,Adidas,7,365.12,14-01-2023 03:00,France,2555.84
INV200316,10100,9593,Product_22,Home,Adidas,2,127.42,14-01-2023 04:00,Germany,254.84
INV200317,10740,5531,Product_232,Fashion,Samsung,1,95.34,14-01-2023 05:00,UK,95.34
INV200318,10800,3701,Product_99,Grocery,Apple,7,18.87,14-01-2023 06:00,India,132.09
INV200319,10915,1769,Product_159,Grocery,Sony,2,357.14,14-01-2023 07:00,France,714.28
INV200320,10451,7035,Product_21,Fashion,Apple,4,308.27,14-01-2023 08:00,USA,1233.08
INV200321,10792,4432,Product_21,Home,Sony,3,126.2,14-01-2023 09:00,Germany,378.6
INV200322,10723,7799,Product_100,Accessories,Sony,2,453.16,14-01-2023 10:00,USA,906.32
INV200323,10229,1414,Product_59,Fashion,Samsung,4,499.25,14-01-2023 11:00,USA,1997
INV200324,10606,3118,Product_162,Grocery,Samsung,7,153.92,14-01-2023 12:00,UK,1077.44
INV200325,10166,2216,Product_77,Fashion,Philips,4,143.06,14-01-2023 13:00,USA,572.24
INV200326,10687,5997,Product_114,Electronics,Adidas,7,304.74,14-01-2023 14:00,France,2133.18
INV200327,10231,6144,Product_13,Home,Philips,4,194.33,14-01-2023 15:00,France,777.32
INV200328,10901,2932,Product_192,Grocery,Apple,2,132.43,14-01-2023 16:00,USA,264.86
INV200329,10079,6963,Product_255,Accessories,Nike,6,388.7,14-01-2023 17:00,Germany,2332.2
INV200330,10575,7960,Product_66,Grocery,Loreal,2,305.3,14-01-2023 18:00,UK,610.6
INV200331,10881,5392,Product_63,Home,LG,5,368.64,14-01-2023 19:00,Germany,1843.2
INV200332,10087,2110,Product_148,Fashion,Philips,6,92.37,14-01-2023 20:00,Germany,554.22
INV200333,10416,1430,Product_207,Accessories,Adidas,4,254.4,14-01-2023 21:00,Germany,1017.6
INV200334,10810,8574,Product_7,Beauty,Apple,4,367.89,14-01-2023 22:00,France,1471.56
INV200335,10714,5086,Product_76,Beauty,LG,7,337.08,14-01-2023 23:00,France,2359.56
INV200336,10706,1131,Product_140,Electronics,Sony,1,409.36,15-01-2023 00:00,Germany,409.36
INV200337,10728,5787,Product_113,Electronics,Samsung,2,110.82,15-01-2023 01:00,India,221.64
INV200338,10738,9125,Product_224,Fashion,Apple,5,456.8,15-01-2023 02:00,USA,2284
INV200339,10670,4434,Product_217,Grocery,Samsung,4,455.56,15-01-2023 03:00,Germany,1822.24
INV200340,10657,2516,Product_94,Home,Apple,7,76.17,15-01-2023 04:00,USA,533.19
INV200341,10324,2593,Product_140,Electronics,Loreal,6,403.43,15-01-2023 05:00,India,2420.58
INV200342,10832,4923,Product_8,Home,Samsung,2,466.15,15-01-2023 06:00,France,932.3
INV200343,10188,6628,Product_45,Grocery,Sony,4,44.11,15-01-2023 07:00,Germany,176.44
INV200344,10500,9875,Product_287,Fashion,LG,5,375.81,15-01-2023 08:00,India,1879.05
INV200345,10206,3662,Product_154,Fashion,Philips,7,405.94,15-01-2023 09:00,USA,2841.58
INV200346,10145,2349,Product_109,Home,Philips,3,363.49,15-01-2023 10:00,Germany,1090.47
INV200347,10167,1161,Product_188,Electronics,Sony,7,166.58,15-01-2023 11:00,India,1166.06
INV200348,10163,7800,Product_264,Fashion,LG,3,320.82,15-01-2023 12:00,UK,962.46
INV200349,10465,9458,Product_201,Accessories,Sony,7,71.5,15-01-2023 13:00,USA,500.5
INV200350,10668,6286,Product_201,Grocery,Philips,6,248.55,15-01-2023 14:00,USA,1491.3
INV200351,10662,8164,Product_253,Electronics,Nike,4,27.96,15-01-2023 15:00,USA,111.84
INV200352,10806,5174,Product_297,Home,Sony,1,341.56,15-01-2023 16:00,India,341.56
INV200353,10681,2620,Product_205,Electronics,Apple,5,373.38,15-01-2023 17:00,France,1866.9
INV200354,10458,2187,Product_41,Accessories,Loreal,3,137.53,15-01-2023 18:00,USA,412.59
INV200355,10717,8308,Product_106,Electronics,Philips,6,428.12,15-01-2023 19:00,USA,2568.72
INV200356,10326,8811,Product_239,Fashion,LG,3,458.1,15-01-2023 20:00,India,1374.3
INV200357,10665,5323,Product_210,Accessories,Apple,1,428.44,15-01-2023 21:00,India,428.44
INV200358,10230,4999,Product_59,Beauty,Nike,4,174.15,15-01-2023 22:00,USA,696.6
INV200359,10240,8085,Product_236,Accessories,Apple,3,367.41,15-01-2023 23:00,India,1102.23
INV200360,10048,1839,Product_274,Electronics,Philips,7,494.62,16-01-2023 00:00,France,3462.34
INV200361,10690,6725,Product_120,Accessories,LG,3,341.7,16-01-2023 01:00,USA,1025.1
INV200362,10958,9758,Product_132,Accessories,Loreal,5,330.24,16-01-2023 02:00,India,1651.2
INV200363,10300,3599,Product_38,Beauty,Sony,2,338.39,16-01-2023 03:00,UK,676.78
INV200364,10617,8300,Product_123,Beauty,Philips,1,427.77,16-01-2023 04:00,Germany,427.77
INV200365,10182,6843,Product_3,Fashion,Samsung,1,459.39,16-01-2023 05:00,Germany,459.39
INV200366,10256,3096,Product_211,Fashion,Adidas,7,118.76,16-01-2023 06:00,France,831.32
INV200367,10342,3542,Product_48,Grocery,Loreal,6,489.64,16-01-2023 07:00,France,2937.84
INV200368,10503,2816,Product_101,Fashion,Loreal,4,176.76,16-01-2023 08:00,USA,707.04
INV200369,10784,2930,Product_3,Electronics,Loreal,4,212.98,16-01-2023 09:00,France,851.92
INV200370,10275,9034,Product_41,Home,Adidas,1,136.12,16-01-2023 10:00,Germany,136.12
INV200371,10777,3333,Product_262,Beauty,Adidas,2,24.04,16-01-2023 11:00,USA,48.08
INV200372,10624,6168,Product_69,Fashion,Sony,6,350,16-01-2023 12:00,Germany,2100
INV200373,10732,7616,Product_188,Home,Philips,2,402.34,16-01-2023 13:00,UK,804.68
INV200374,10051,5989,Product_40,Accessories,Philips,3,438.79,16-01-2023 14:00,Germany,1316.37
INV200375,10879,6015,Product_269,Home,Apple,6,495.73,16-01-2023 15:00,France,2974.38
INV200376,10138,3661,Product_154,Accessories,LG,6,275.71,16-01-2023 16:00,USA,1654.26
INV200377,10123,2889,Product_220,Home,Apple,2,330.73,16-01-2023 17:00,India,661.46
INV200378,10324,9058,Product_53,Fashion,Samsung,1,384.17,16-01-2023 18:00,USA,384.17
INV200379,10407,1916,Product_235,Grocery,Philips,5,211.13,16-01-2023 19:00,Germany,1055.65
INV200380,10270,8683,Product_91,Home,Philips,7,100.64,16-01-2023 20:00,UK,704.48
INV200381,10703,8277,Product_85,Home,Adidas,4,241.51,16-01-2023 21:00,France,966.04
INV200382,10533,8656,Product_167,Beauty,LG,6,111.1,16-01-2023 22:00,India,666.6
INV200383,10174,9362,Product_63,Fashion,Adidas,3,428.57,16-01-2023 23:00,France,1285.71
INV200384,10380,7102,Product_64,Electronics,Samsung,3,415.43,17-01-2023 00:00,India,1246.29
INV200385,10131,2441,Product_26,Accessories,Samsung,3,121.77,17-01-2023 01:00,UK,365.31
INV200386,10440,4912,Product_298,Grocery,Sony,6,176.75,17-01-2023 02:00,UK,1060.5
INV200387,10856,6905,Product_229,Home,Samsung,1,256.44,17-01-2023 03:00,France,256.44
INV200388,10208,3589,Product_162,Electronics,Philips,5,444.18,17-01-2023 04:00,Germany,2220.9
INV200389,10942,6622,Product_272,Home,Loreal,2,336.22,17-01-2023 05:00,France,672.44
INV200390,10566,2146,Product_254,Grocery,Samsung,6,297.55,17-01-2023 06:00,India,1785.3
INV200391,10975,5196,Product_27,Accessories,Loreal,6,406.59,17-01-2023 07:00,Germany,2439.54
INV200392,10583,1580,Product_86,Beauty,LG,1,81.41,17-01-2023 08:00,Germany,81.41
INV200393,10508,1194,Product_10,Beauty,Philips,1,239.79,17-01-2023 09:00,France,239.79
INV200394,10526,8406,Product_105,Accessories,LG,3,128.83,17-01-2023 10:00,USA,386.49
INV200395,10717,9570,Product_32,Electronics,Samsung,2,249.54,17-01-2023 11:00,India,499.08
INV200396,10143,2550,Product_191,Electronics,Philips,3,464.67,17-01-2023 12:00,France,1394.01
INV200397,10409,5085,Product_134,Fashion,Apple,4,399.59,17-01-2023 13:00,France,1598.36
INV200398,10821,2135,Product_130,Fashion,Samsung,5,407.76,17-01-2023 14:00,India,2038.8
INV200399,10724,4386,Product_81,Accessories,Nike,1,101.62,17-01-2023 15:00,Germany,101.62
INV200400,10505,6043,Product_21,Electronics,Apple,4,266.97,17-01-2023 16:00,UK,1067.88
INV200401,10954,7848,Product_297,Grocery,Loreal,1,392.7,17-01-2023 17:00,USA,392.7
INV200402,10981,4856,Product_175,Accessories,Samsung,2,357.5,17-01-2023 18:00,USA,715
INV200403,10626,5650,Product_61,Home,Apple,7,488.71,17-01-2023 19:00,France,3420.97
INV200404,10750,4129,Product_268,Fashion,Loreal,4,469.67,17-01-2023 20:00,USA,1878.68
INV200405,10925,8090,Product_21,Fashion,Apple,1,155.68,17-01-2023 21:00,India,155.68
INV200406,10556,2583,Product_299,Electronics,LG,7,490.82,17-01-2023 22:00,USA,3435.74
INV200407,10037,1036,Product_114,Grocery,Adidas,6,211.18,17-01-2023 23:00,India,1267.08
INV200408,10150,3048,Product_84,Beauty,Adidas,7,245.96,18-01-2023 00:00,India,1721.72
INV200409,10475,1781,Product_45,Home,Nike,1,413.38,18-01-2023 01:00,UK,413.38
INV200410,10438,3693,Product_124,Accessories,Loreal,2,419.3,18-01-2023 02:00,India,838.6
INV200411,10332,6102,Product_202,Home,Loreal,4,342.61,18-01-2023 03:00,UK,1370.44
INV200412,10524,6868,Product_279,Accessories,Loreal,6,228.02,18-01-2023 04:00,USA,1368.12
INV200413,10376,8546,Product_0,Grocery,Samsung,7,361.71,18-01-2023 05:00,France,2531.97
INV200414,10315,4727,Product_68,Fashion,Apple,5,369.11,18-01-2023 06:00,UK,1845.55
INV200415,10922,5194,Product_32,Grocery,Samsung,6,115.14,18-01-2023 07:00,Germany,690.84
INV200416,10972,3191,Product_153,Grocery,Sony,7,472.85,18-01-2023 08:00,India,3309.95
INV200417,10967,5631,Product_54,Accessories,Sony,1,25.16,18-01-2023 09:00,Germany,25.16
INV200418,10727,4720,Product_247,Accessories,LG,7,17.58,18-01-2023 10:00,Germany,123.06
INV200419,10423,1364,Product_189,Accessories,Sony,6,200.19,18-01-2023 11:00,France,1201.14
INV200420,10637,1098,Product_289,Accessories,Philips,4,296.12,18-01-2023 12:00,France,1184.48
INV200421,10043,6538,Product_171,Beauty,Adidas,1,278.31,18-01-2023 13:00,USA,278.31
INV200422,10460,3506,Product_277,Home,Adidas,4,466.72,18-01-2023 14:00,Germany,1866.88
INV200423,10882,3557,Product_24,Grocery,LG,3,474.31,18-01-2023 15:00,UK,1422.93
INV200424,10806,7492,Product_95,Home,Sony,2,133.3,18-01-2023 16:00,Germany,266.6
INV200425,10603,9022,Product_124,Electronics,Loreal,1,99.64,18-01-2023 17:00,UK,99.64
INV200426,10624,2692,Product_219,Home,Adidas,6,494.61,18-01-2023 18:00,India,2967.66
INV200427,10253,4748,Product_252,Beauty,Loreal,6,113.63,18-01-2023 19:00,UK,681.78
INV200428,10837,9850,Product_138,Fashion,Samsung,2,200.93,18-01-2023 20:00,USA,401.86
INV200429,10738,2673,Product_11,Accessories,Samsung,3,230.97,18-01-2023 21:00,Germany,692.91
INV200430,10417,9217,Product_273,Electronics,Nike,7,28.84,18-01-2023 22:00,France,201.88
INV200431,10171,7318,Product_199,Home,Loreal,2,80.4,18-01-2023 23:00,Germany,160.8
INV200432,10410,4553,Product_296,Home,Nike,6,165.95,19-01-2023 00:00,USA,995.7
INV200433,10696,9356,Product_162,Beauty,Nike,6,84.23,19-01-2023 01:00,India,505.38
INV200434,10965,5560,Product_28,Home,Sony,1,189.79,19-01-2023 02:00,Germany,189.79
INV200435,10585,8307,Product_142,Accessories,Samsung,6,118.1,19-01-2023 03:00,France,708.6
INV200436,10308,9318,Product_52,Beauty,Samsung,5,208.51,19-01-2023 04:00,France,1042.55
INV200437,10601,6075,Product_71,Beauty,Philips,7,66.27,19-01-2023 05:00,Germany,463.89
INV200438,10539,6502,Product_76,Grocery,Adidas,7,311.55,19-01-2023 06:00,Germany,2180.85
INV200439,10043,5494,Product_49,Home,Samsung,1,489.63,19-01-2023 07:00,India,489.63
INV200440,10001,2843,Product_179,Fashion,Philips,7,403.5,19-01-2023 08:00,India,2824.5
INV200441,10338,7956,Product_69,Electronics,Nike,7,237.76,19-01-2023 09:00,India,1664.32
INV200442,10127,4895,Product_275,Home,Apple,1,224.81,19-01-2023 10:00,USA,224.81
INV200443,10606,3127,Product_151,Grocery,Apple,4,295.77,19-01-2023 11:00,India,1183.08
INV200444,10992,4350,Product_186,Beauty,LG,4,305.01,19-01-2023 12:00,India,1220.04
INV200445,10410,8891,Product_128,Home,LG,6,198.48,19-01-2023 13:00,India,1190.88
INV200446,10852,3501,Product_276,Fashion,Nike,1,326.27,19-01-2023 14:00,India,326.27
INV200447,10542,9344,Product_238,Accessories,Sony,6,475.37,19-01-2023 15:00,USA,2852.22
INV200448,10871,8683,Product_41,Accessories,Sony,2,425.02,19-01-2023 16:00,France,850.04
INV200449,10064,8555,Product_185,Home,Nike,1,481.78,19-01-2023 17:00,India,481.78
INV200450,10150,7591,Product_272,Home,Apple,7,213.07,19-01-2023 18:00,Germany,1491.49
INV200451,10610,8718,Product_39,Fashion,Loreal,5,492.15,19-01-2023 19:00,UK,2460.75
INV200452,10820,6841,Product_238,Home,Samsung,4,193.48,19-01-2023 20:00,USA,773.92
INV200453,10643,8475,Product_232,Fashion,Philips,4,413.97,19-01-2023 21:00,India,1655.88
INV200454,10070,6048,Product_49,Grocery,Apple,6,178.39,19-01-2023 22:00,Germany,1070.34
INV200455,10652,1392,Product_233,Beauty,Samsung,5,423.17,19-01-2023 23:00,USA,2115.85
INV200456,10295,7513,Product_157,Accessories,Philips,2,280.97,20-01-2023 00:00,UK,561.94
INV200457,10230,6475,Product_145,Accessories,Samsung,5,437.35,20-01-2023 01:00,India,2186.75
INV200458,10083,3433,Product_275,Accessories,LG,7,478.88,20-01-2023 02:00,Germany,3352.16
INV200459,10751,4478,Product_177,Accessories,Adidas,5,202.37,20-01-2023 03:00,India,1011.85
INV200460,10176,5713,Product_50,Grocery,Loreal,6,490.19,20-01-2023 04:00,Germany,2941.14
INV200461,10317,3218,Product_7,Home,Samsung,1,460.19,20-01-2023 05:00,India,460.19
INV200462,10454,7733,Product_17,Home,Loreal,7,385.87,20-01-2023 06:00,Germany,2701.09
INV200463,10781,4921,Product_239,Electronics,Loreal,3,310,20-01-2023 07:00,UK,930
INV200464,10164,9113,Product_206,Beauty,LG,7,148.25,20-01-2023 08:00,Germany,1037.75
INV200465,10279,3823,Product_299,Home,Loreal,1,448.47,20-01-2023 09:00,Germany,448.47
INV200466,10406,9328,Product_259,Fashion,Samsung,4,54.38,20-01-2023 10:00,India,217.52
INV200467,10450,1416,Product_165,Home,Philips,4,478,20-01-2023 11:00,Germany,1912
INV200468,10634,9059,Product_208,Grocery,Philips,6,24.88,20-01-2023 12:00,France,149.28
INV200469,10476,2157,Product_9,Fashion,Loreal,6,318.69,20-01-2023 13:00,USA,1912.14
INV200470,10249,1171,Product_192,Home,Samsung,7,438.13,20-01-2023 14:00,India,3066.91
INV200471,10490,7875,Product_86,Electronics,Nike,3,161.4,20-01-2023 15:00,UK,484.2
INV200472,10351,6517,Product_174,Beauty,Philips,2,209.26,20-01-2023 16:00,USA,418.52
INV200473,10565,9086,Product_170,Accessories,Loreal,1,246.94,20-01-2023 17:00,India,246.94
INV200474,10905,5176,Product_38,Beauty,LG,3,40.79,20-01-2023 18:00,UK,122.37
INV200475,10681,9288,Product_41,Home,Apple,3,189.64,20-01-2023 19:00,France,568.92
INV200476,10441,2904,Product_9,Accessories,Apple,2,293.73,20-01-2023 20:00,Germany,587.46
INV200477,10856,4781,Product_213,Fashion,Apple,7,459.04,20-01-2023 21:00,India,3213.28
INV200478,10365,7415,Product_169,Beauty,Loreal,1,264.49,20-01-2023 22:00,UK,264.49
INV200479,10758,4332,Product_183,Accessories,Apple,1,483.54,20-01-2023 23:00,France,483.54
INV200480,10733,9012,Product_24,Fashion,Nike,6,394.95,21-01-2023 00:00,USA,2369.7
INV200481,10756,9789,Product_129,Accessories,Sony,5,210.65,21-01-2023 01:00,Germany,1053.25
INV200482,10716,1978,Product_258,Beauty,Samsung,1,462.25,21-01-2023 02:00,India,462.25
INV200483,10850,1842,Product_170,Fashion,Nike,3,38.75,21-01-2023 03:00,UK,116.25
INV200484,10362,1031,Product_137,Electronics,Adidas,6,415.52,21-01-2023 04:00,UK,2493.12
INV200485,10907,4506,Product_60,Electronics,Loreal,4,314.58,21-01-2023 05:00,Germany,1258.32
INV200486,10105,1265,Product_64,Electronics,Adidas,7,360.21,21-01-2023 06:00,UK,2521.47
INV200487,10036,2215,Product_274,Electronics,Loreal,5,262.57,21-01-2023 07:00,USA,1312.85
INV200488,10112,9603,Product_196,Accessories,Sony,7,422.67,21-01-2023 08:00,Germany,2958.69
INV200489,10144,4426,Product_124,Beauty,Sony,5,399.91,21-01-2023 09:00,Germany,1999.55
INV200490,10158,3671,Product_141,Grocery,Loreal,5,447.48,21-01-2023 10:00,UK,2237.4
INV200491,10115,7598,Product_298,Grocery,Loreal,3,390.85,21-01-2023 11:00,Germany,1172.55
INV200492,10618,9381,Product_39,Electronics,Adidas,5,476.95,21-01-2023 12:00,France,2384.75
INV200493,10212,7605,Product_165,Home,Nike,4,422.2,21-01-2023 13:00,Germany,1688.8
INV200494,10953,4509,Product_182,Beauty,Samsung,1,286.63,21-01-2023 14:00,Germany,286.63
INV200495,10803,4065,Product_280,Fashion,Philips,2,135.3,21-01-2023 15:00,India,270.6
INV200496,10425,9772,Product_75,Fashion,Loreal,1,155.41,21-01-2023 16:00,USA,155.41
INV200497,10337,9515,Product_119,Electronics,Philips,1,207.13,21-01-2023 17:00,France,207.13
INV200498,10770,4853,Product_196,Beauty,LG,1,468.18,21-01-2023 18:00,Germany,468.18
INV200499,10213,4453,Product_187,Home,Loreal,5,95.46,21-01-2023 19:00,Germany,477.3
INV200500,10093,5475,Product_55,Fashion,Adidas,6,247.27,21-01-2023 20:00,Germany,1483.62
INV200501,10164,3161,Product_45,Home,Philips,3,453.08,21-01-2023 21:00,India,1359.24
INV200502,10621,8782,Product_68,Accessories,Samsung,1,52.02,21-01-2023 22:00,France,52.02
INV200503,10302,4843,Product_284,Fashion,Nike,5,247.5,21-01-2023 23:00,India,1237.5
INV200504,10848,8466,Product_47,Grocery,LG,7,238.82,22-01-2023 00:00,Germany,1671.74
INV200505,10795,6241,Product_237,Grocery,Samsung,2,155.07,22-01-2023 01:00,Germany,310.14
INV200506,10328,2293,Product_136,Beauty,Sony,6,265.34,22-01-2023 02:00,USA,1592.04
INV200507,10540,8368,Product_253,Electronics,Loreal,3,271.3,22-01-2023 03:00,UK,813.9
INV200508,10642,7193,Product_10,Grocery,Samsung,3,31.15,22-01-2023 04:00,UK,93.45
INV200509,10739,7125,Product_37,Home,Philips,6,379.81,22-01-2023 05:00,USA,2278.86
INV200510,10397,8852,Product_79,Electronics,Apple,2,419.77,22-01-2023 06:00,USA,839.54
INV200511,10425,7198,Product_285,Electronics,Philips,5,339.81,22-01-2023 07:00,Germany,1699.05
INV200512,10889,9781,Product_115,Home,Sony,3,26.36,22-01-2023 08:00,USA,79.08
INV200513,10292,7946,Product_18,Accessories,Adidas,7,375.73,22-01-2023 09:00,UK,2630.11
INV200514,10740,4282,Product_106,Grocery,Sony,5,275.17,22-01-2023 10:00,Germany,1375.85
INV200515,10168,4358,Product_144,Home,Adidas,6,162.65,22-01-2023 11:00,USA,975.9
INV200516,10018,7071,Product_132,Fashion,Apple,2,485.95,22-01-2023 12:00,India,971.9
